"Indicador";"Periodo";"Valor";"Categoría 1";"Categoría 1-Valor";"Categoría 2";"Categoría 2-Valor";"Categoría 3";"Categoría 3-Valor";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2017";"12.1";"Sexo, 4 grupos de edad y TTHH";"15-19 años";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2017";"18.2";"Sexo, 4 grupos de edad y TTHH";"Mujeres";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2017";"18.9";"Sexo, 4 grupos de edad y TTHH";"Hombres";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2012";"23.5";"Sexo, 4 grupos de edad y TTHH";"Total";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2012";"25.7";"Sexo, 4 grupos de edad y TTHH";"Población total";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2012";"25.4";"Sexo, 4 grupos de edad y TTHH";"Gipuzkoa";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2012";"22.7";"Sexo, 4 grupos de edad y TTHH";"Bizkaia";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2012";"21.7";"Sexo, 4 grupos de edad y TTHH";"Álava";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2012";"29.2";"Sexo, 4 grupos de edad y TTHH";"25-29 años";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2012";"26";"Sexo, 4 grupos de edad y TTHH";"20-24 años";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2012";"12.7";"Sexo, 4 grupos de edad y TTHH";"15-19 años";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2012";"20.4";"Sexo, 4 grupos de edad y TTHH";"Mujeres";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2012";"26.6";"Sexo, 4 grupos de edad y TTHH";"Hombres";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2010";"32.8";"Sexo, 4 grupos de edad y TTHH";"Total";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2010";"28.8";"Sexo, 4 grupos de edad y TTHH";"Población total";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2010";"35";"Sexo, 4 grupos de edad y TTHH";"Gipuzkoa";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2010";"32.2";"Sexo, 4 grupos de edad y TTHH";"Bizkaia";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2010";"30.7";"Sexo, 4 grupos de edad y TTHH";"Álava";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2010";"37.5";"Sexo, 4 grupos de edad y TTHH";"25-29 años";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2010";"39.9";"Sexo, 4 grupos de edad y TTHH";"20-24 años";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2010";"16.6";"Sexo, 4 grupos de edad y TTHH";"15-19 años";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2010";"32.7";"Sexo, 4 grupos de edad y TTHH";"Mujeres";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2010";"33";"Sexo, 4 grupos de edad y TTHH";"Hombres";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2008";"36.4";"Sexo, 4 grupos de edad y TTHH";"Total";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2008";"30.2";"Sexo, 4 grupos de edad y TTHH";"Población total";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2008";"32.9";"Sexo, 4 grupos de edad y TTHH";"Gipuzkoa";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2008";"37.7";"Sexo, 4 grupos de edad y TTHH";"Bizkaia";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2008";"39";"Sexo, 4 grupos de edad y TTHH";"Álava";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2008";"45";"Sexo, 4 grupos de edad y TTHH";"25-29 años";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2008";"35.3";"Sexo, 4 grupos de edad y TTHH";"20-24 años";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2008";"23.7";"Sexo, 4 grupos de edad y TTHH";"15-19 años";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2008";"32.3";"Sexo, 4 grupos de edad y TTHH";"Mujeres";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Consumo de tabaco en la población de 15 a 29 años, según sexo";"2008";"40.1";"Sexo, 4 grupos de edad y TTHH";"Hombres";"Consumo de tabaco";"Consumo de tabaco";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"3.3";"Territorio Histórico";"Euskadi";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"2";"Territorio Histórico";"Gipuzkoa";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"1.9";"Territorio Histórico";"Gipuzkoa";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"1.9";"Territorio Histórico";"Gipuzkoa";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"0";"Territorio Histórico";"Bizkaia";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"8.8";"Territorio Histórico";"Bizkaia";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"4.5";"Territorio Histórico";"Bizkaia";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"4.6";"Territorio Histórico";"Álava";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"0";"Territorio Histórico";"Álava";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"2.2";"Territorio Histórico";"Álava";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"1.4";"Territorio Histórico";"Euskadi";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2021";"5.1";"Territorio Histórico";"Euskadi";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"3.3";"Territorio Histórico";"Euskadi";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"0";"Territorio Histórico";"Gipuzkoa";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"15.1";"Territorio Histórico";"Gipuzkoa";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"7.7";"Territorio Histórico";"Gipuzkoa";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"0";"Territorio Histórico";"Bizkaia";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"2.5";"Territorio Histórico";"Bizkaia";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"1.3";"Territorio Histórico";"Bizkaia";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"0";"Territorio Histórico";"Álava";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"0";"Territorio Histórico";"Álava";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"0";"Territorio Histórico";"Álava";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"0";"Territorio Histórico";"Euskadi";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2020";"6.4";"Territorio Histórico";"Euskadi";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"1";"Territorio Histórico";"Euskadi";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"0";"Territorio Histórico";"Gipuzkoa";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"1.9";"Territorio Histórico";"Gipuzkoa";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"1";"Territorio Histórico";"Gipuzkoa";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"0";"Territorio Histórico";"Bizkaia";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"2.6";"Territorio Histórico";"Bizkaia";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"1.3";"Territorio Histórico";"Bizkaia";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"0";"Territorio Histórico";"Álava";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"0";"Territorio Histórico";"Álava";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"0";"Territorio Histórico";"Álava";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"0";"Territorio Histórico";"Euskadi";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2019";"2";"Territorio Histórico";"Euskadi";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"2.1";"Territorio Histórico";"Euskadi";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"2.1";"Territorio Histórico";"Gipuzkoa";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"2";"Territorio Histórico";"Gipuzkoa";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"2.1";"Territorio Histórico";"Gipuzkoa";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"0";"Territorio Histórico";"Bizkaia";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"2.7";"Territorio Histórico";"Bizkaia";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"1.4";"Territorio Histórico";"Bizkaia";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"4.7";"Territorio Histórico";"Álava";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"4.6";"Territorio Histórico";"Álava";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"4.7";"Territorio Histórico";"Álava";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"1.4";"Territorio Histórico";"Euskadi";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2018";"2.7";"Territorio Histórico";"Euskadi";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"2.8";"Territorio Histórico";"Euskadi";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"2.1";"Territorio Histórico";"Gipuzkoa";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"4.1";"Territorio Histórico";"Gipuzkoa";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"3.1";"Territorio Histórico";"Gipuzkoa";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"0";"Territorio Histórico";"Bizkaia";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"6.8";"Territorio Histórico";"Bizkaia";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"3.4";"Territorio Histórico";"Bizkaia";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"0";"Territorio Histórico";"Álava";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"0";"Territorio Histórico";"Álava";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"0";"Territorio Histórico";"Álava";"Sexo";"Total";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"0.7";"Territorio Histórico";"Euskadi";"Sexo";"Mujeres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2017";"4.8";"Territorio Histórico";"Euskadi";"Sexo";"Hombres";"";"";
"Defunciones en accidentes de tráfico entre la población de 15 a 29 años según TTHH y sexo (tasa por 100.000)";"2016";"3.2";"Territorio Histórico";"Euskadi";"Sexo";"Total";"";"";
